position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year,place_gid,statefp,lat,lon
lb,"Newport News, Virginia",Heritage,78,215,4.6,3,5.5,64,Syracuse,Chad Battles,2007,28029,51,-76.5872633071013,37.1169198004715
db,"Burien, Washington",Highline,78,183,4.7,3,5.5,65,Oregon State,Anthony Watkins,2007,2616,53,-122.329568238791,47.4842385318258
wr,"Hoover, Alabama",Hoover,78,205,4.6,3,5.6,65,Clemson,Brandon Clear,2007,3485,01,-86.8764573572855,33.3108064277976
ath,"Wichita, Kansas",Kapaun Mt. Carmel,78,191,4.7,3,5.5,65,Kansas State,Tysyn Hartman,2007,13983,20,-97.2967960875144,37.7666385795951
dt,"River Ridge, Louisiana",John Curtis,78,334,5.3,3,5.5,65,Arizona State,Jonathan English,2007,4779,22,-90.2155257466598,29.9492308303731
ol,"Grand Rapids, Michigan",Catholic Central,78,280,,3,5.6,65,Michigan,Mark Huyge,2007,15127,26,-85.6613541749076,43.0004841187536
ol,"Mission Viejo, California",Mission Viejo,78,261,5.5,3,5.5,65,Colorado,Matt Bahr,2007,630,06,-117.65143699095,33.5784188543457
db,"Carrollton, Georgia",Carrollton,78,187,4.5,3,5.5,65,Georgia Tech,Jerrard Tarrant,2007,4337,13,-85.0669025249309,33.6134926790704
lb,"Moreno Valley, California",Rancho Verde,78,200,4.6,3,5.5,65,UTEP,Brandon Thigpen,2007,485,06,-117.242094072652,33.9459237663959
db,"Houston, Texas",St. Pius X,78,190,4.4,3,5.5,66,Alabama,Tarence Farmer,2007,6453,48,-95.4221106920137,29.7685233666686
ol,"Winona, Mississippi","",78,280,,3,5.5,66,Mississippi State,Colton Jenkins,2007,5150,28,-89.7176126178119,33.4659598277779
lb,"Seguin, Texas",Seguin,65,199,4.5,3,5.5,66,Oklahoma State,Marcus Richardson,2007,6887,48,-97.948722319865,29.6794847169941
ol,"Pottsville, Pennsylvania",Pottsville,78,292,5.1,3,5.5,66,Connecticut,Gary Bardzak,2007,26250,42,-76.2351665002122,40.665217887823
ath,"Homestead, Florida",Homestead,65,179,4.5,3,5.5,66,UCF,A'Jami Guyton,2007,7969,12,-80.4129515603024,25.4851583180559
wr,"San Jacinto, California",San Jacinto,65,192,4.6,3,5.6,66,Brigham Young,Ryan Kessman,2007,493,06,-117.003216402067,33.7962078499622
dt,"Morgantown, West Virginia",Morgantown,78,278,4.9,3,5.5,66,West Virginia,Junius Lewis,2007,28584,54,-79.9113568520971,39.6346651404829
ol,"Floresville, Texas","",78,290,5.0,3,5.5,67,Oklahoma State,Nick Martinez,2007,6921,48,-98.1849696514611,29.1433764717787
db,"Aurora, Colorado",Overland,78,195,4.5,3,5.5,67,Miami (FL),Jared Campbell,2007,10176,08,-104.815045062058,39.7098208333495
dt,"Taylorsville, North Carolina",Alexander Central,78,277,5.1,3,5.5,67,North Carolina State,Kyle Linney,2007,24578,37,-81.2094431600397,35.9172090014271
ath,"Hollywood, Florida",Chaminade Madonna,78,198,,3,5.5,67,UCF,Kamar Aiken,2007,7867,12,-80.1422702995347,26.0097714811298
ath,"Madison Heights, Michigan",Lamphere,78,195,,3,5.5,68,Michigan,James Rogers,2007,22614,26,-83.0871789558996,42.4928100611569
lb,"Monterey, California",Seaside,78,201,4.8,3,5.5,68,Washington,Mason Foster,2007,338,06,-121.900437693341,36.594024823549
wr,"Saratoga, California",Saratoga,78,205,4.5,3,5.6,68,California,Alex Lagemann,2007,414,06,-122.025928802914,37.2687263622608
dt,"Houston, Texas",Yates,65,263,5.2,3,5.5,68,Kansas,Patrick Dorsey,2007,6453,48,-95.6613232561486,29.8290763575523
ol,"Batavia, Illinois",Batavia,78,255,,3,5.5,68,Illinois,Mike Garrity,2007,11327,17,-88.3523767675866,41.8382136055912
ol,"Nitro, West Virginia",Nitro,78,302,5.4,3,5.5,68,West Virginia,Chad Snodgrass,2007,28560,54,-81.827959389555,38.3924307995114
dt,"Noble, Oklahoma","",78,290,,3,5.5,69,Texas Tech,Colby Whitlock,2007,5595,40,-97.4115913941043,35.1556259220411
ath,"Bakersfield, California",West,65,198,4.5,3,5.5,69,Fresno State,Ryan Mathews,2007,373,06,-118.981549036258,35.3731354541121
ol,"Killeen, Texas",Killeen,78,268,,3,5.5,69,Oklahoma State,Jonathan Rush,2007,6161,48,-97.7149557943652,31.1149438849664
db,"Sacramento, California",Grant,65,184,,3,5.5,69,Fresno State,Tim Lang,2007,220,06,-121.460293095808,38.651334532792
lb,"Des Moines, Iowa",Roosevelt,78,230,4.8,3,5.5,69,Iowa State,Fabian Brown,2007,12637,19,-93.5254254545493,41.5214122237309
ol,"Plainview, Texas",Plainview,78,279,5.4,3,5.5,70,TCU,Spencer Thompson,2007,6167,48,-101.7385908596,34.1676031052323
lb,"Los Angeles, California",Crenshaw,78,225,4.7,3,5.5,70,Oregon,Terrell Turner,2007,546,06,-118.277759381856,34.0111804933291
ath,"Nashville, Tennessee",Whites Creek,65,175,4.6,3,5.5,70,Vanderbilt,Jamie Graham,2007,19900,47,-86.8118336899666,36.3454366728446
ol,"Castle Rock, Colorado",Douglas County,78,265,5.2,3,5.5,70,Colorado,Ethan Adkins,2007,10079,08,-104.859642879487,39.4306626524797
db,"Charlotte, North Carolina",Vance,78,172,4.4,3,5.5,70,North Carolina State,Justin Byers,2007,24717,37,-80.9076060806625,35.2232981618665
wr,"Toledo, Ohio",Central Catholic,65,174,4.6,3,5.6,71,Ohio State,Dane Sanzenbacher,2007,19044,39,-83.4903568504385,41.6614838516325
wr,"Peoria, Arizona",Peoria,78,168,4.5,3,5.6,72,Arizona State,T.J. Simpson,2007,12,04,-112.289291358862,33.5587091891629
wr,"Pompton Lakes, New Jersey","",78,205,4.4,3,5.6,73,Cincinnati,O.J. Woodard,2007,22999,34,-74.2715957841143,41.014631768223
wr,"Fenton, Missouri",Rockwood Summit,78,185,4.5,3,5.6,74,Missouri,Rolandis Woodland,2007,16734,29,-90.4722926111979,38.5437015352529
wr,"Robbinsdale, Minnesota",Armstrong,65,150,4.5,3,5.6,75,Wisconsin,David Gilreath,2007,15710,27,-93.3558864585098,45.0257023906686
wr,"Lakeland, Florida",Lakeland,78,175,4.5,3,5.6,76,Florida,Paul Wilson,2007,8059,12,-82.0318184147318,28.001297203104
wr,"Cincinnati, Ohio",Withrow,78,170,4.6,3,5.6,77,Purdue,Derrick Sherman,2007,18785,39,-84.563906175711,39.1188800356803
wr,"Rancho Cucamonga, California",Rancho Cucamonga,78,174,4.5,3,5.5,78,Arizona,David Roberts,2007,607,06,-117.515421840673,34.1036680458318
wr,"Mamou, Louisiana",Mamou,65,173,4.4,3,5.5,79,Colorado,Kendrick Celestine,2007,4619,22,-92.4051661117987,30.6438138529332
wr,"Westlake Village, California",Oaks Christian,78,190,4.6,3,5.5,80,Stanford,Sean Wiser,2007,584,06,-118.822513290421,34.1272923264104
dt,"Milledgeville, Georgia",Georgia Military,78,275,4.8,4,6.0,,Georgia,Jarius Wynn,2007,8634,13,-83.2711122544795,33.0944586354134
qb,"Richmond, Virginia",The Collegiate School,65,180,4.5,2,5.3,,North Carolina State,Russell Wilson,2007,27944,51,-77.5224895928514,37.5503549324847
db,"Ocala, Florida",Trinity Catholic,78,210,4.6,2,5.2,,Bowling Green,Glen Stanley,2007,8079,12,-82.1700601636916,29.1730976055561
ol,"Albuquerque, New Mexico",La Cueva,78,264,5.3,2,5.2,,New Mexico,Michael Muniz,2007,5223,35,-106.523419782511,35.124543401409
ol,"Camarillo, California",Camarillo,78,250,,3,5.5,,San Diego State,Kurtis Gunther,2007,281,06,-119.087950615469,34.24034484665
ol,"Spring Valley, California",Mount Miguel,78,310,,3,5.5,,San Diego State,Juan Bolanos,2007,961,06,-122.59026925901,39.0876946742824
rb,"Highland Park, Michigan",Highland Park,78,214,4.8,2,5.4,,Indiana,Darius Johnson,2007,22636,26,-83.099199382079,42.4074914445459
de,"Newark, New Jersey",Shabazz,78,219,4.7,2,5.4,,Syracuse,Lamar Middleton,2007,22984,34,-74.1704749691656,40.7548872432996
lb,"Raymond, Mississippi",Hinds C.C.,78,225,4.6,2,5.3,,Mississippi State,Dominic Douglas,2007,4890,28,-90.4111963337567,32.2558439872647
dt,"Roswell, New Mexico",New Mexico Military Institute,78,290,5.0,2,5.0,,New Mexico State,E.J. Cannon,2007,5266,35,-104.524278657882,33.4164139257846
wr,"Auburn, Alabama",Auburn,65,171,4.5,2,5.1,,Minnesota,Ralph Spry Jr.,2007,3112,01,-85.4105404863354,32.5840492926727
qb,"Aurora, Colorado",Regis Jesuit,78,190,4.7,2,5.1,,Colorado State,Klay Kubiak,2007,10176,08,-104.815963128295,39.6951766130614
dt,"Schertz, Texas",Clemens,78,260,4.9,2,5.4,,Texas,Tyrell Higgins,2007,6188,48,-98.2064212040583,29.6295266324451
dt,"Homerville, Georgia",Clinch County,78,282,4.9,3,5.5,,Troy,Eugene Kinlaw,2007,8973,13,-82.76678475329,31.0292746215374
rb,"Las Vegas, Nevada",Bishop Gorman,65,196,4.4,2,5.2,,Idaho,Corey White,2007,1995,32,-115.351561422163,36.1672890062725
lb,"Las Vegas, Nevada",Cimarron,78,200,4.6,2,5.2,,Nevada,Brandon Marshall,2007,1995,32,-115.216910372532,36.2823101915056
qb,"Las Vegas, Nevada",Las Vegas,78,180,4.7,2,5.2,,UNLV,O'Ryan Bradley,2007,1995,32,-115.297734538001,36.3226440176736
db,"Phoenix, Arizona",Phoenix C.C.,78,190,4.4,3,5.6,,Arizona State,Jarrell Holman,2007,29370,04,-112.135557514911,33.5298228817051
db,"Pottstown, Pennsylvania",The Hill School,78,180,4.6,2,5.0,,Connecticut,Aaron Bagsby,2007,26604,42,-75.6227891689806,40.2392428465758
lb,"Alamo, Nevada",Pahranagat Valley,78,210,4.6,2,5.2,,UNLV,William Vea,2007,2070,32,-115.181916157726,37.3353925322966
lb,"Las Vegas, Nevada",Shadow Ridge,78,210,4.6,2,5.0,,Idaho,Korey Toomer,2007,1995,32,-115.306505982736,36.3616712100169
te,"Reno, Nevada",Reno,78,215,4.8,2,5.2,,Arizona State,Dan Knapp,2007,1982,32,-119.918650161141,39.7163491234399
rb,"Las Vegas, Nevada",Cimarron,65,168,4.5,3,5.5,,Utah,Eddie Wide,2007,1995,32,-115.309147108574,36.325517123071
dt,"Las Vegas, Nevada",Cimarron,78,260,5.1,2,5.4,,San Diego State,Neil Spencer,2007,1995,32,-115.220577292012,36.2450902960187
lb,"Las Vegas, Nevada",Las Vegas,78,213,4.9,2,5.4,,UNLV,Nate Carter,2007,1995,32,-115.276924313469,36.1823551869489
dt,"Las Vegas, Nevada",Desert Pines,78,250,,2,5.0,,Idaho,Michael Cosgove,2007,1995,32,-115.188152556392,36.1820632366159
qb,"Durham, North Carolina",Hillside,78,208,,2,5.4,,Tulsa,Mike Johnson,2007,24659,37,-78.9110260718798,35.9088319789566
ol,"Garden City, Kansas",Garden City C.C.,78,360,5.3,4,5.8,,Oklahoma,Phil Loadholt,2007,14153,20,-100.876093662892,37.9797106235855
db,"Compton, California",Compton C.C.,78,225,4.5,3,5.5,,Mississippi,Ashlee Palmer,2007,516,06,-118.23578714327,33.9002922995294
rb,"Carrollton, Texas",American Heritage Academy,78,233,4.5,2,5.2,,Purdue,Jared Crank,2007,6369,48,-96.8780769627904,33.0157087447766
te,"Spring, Texas",Spring,78,211,4.7,2,5.3,,Utah,Westlee Tonga,2007,7752,48,-95.3667123517146,30.0634461620721
ol,"Hoyt, Kansas",Royal Valley,78,298,5.1,2,5.1,,Kansas State,Jake Roepke,2007,14128,20,-95.7087543428173,39.2548794332247
dt,"Cincinnati, Ohio",Harmony Prep,78,273,4.9,3,5.6,,Michigan State,Oren Wilson,2007,18785,39,-84.5472777278433,39.1780933335462
db,"Germantown, Tennessee",Germantown High School,65,160,4.4,2,5.1,,Arkansas,Greg Gatson,2007,5979,47,-89.800532125309,35.0835167831488
ol,"Los Altos Hills, California",Foothill College,78,290,,2,5.4,,Oregon State,Michael Cole,2007,405,06,-122.130533186171,37.3695646790833
rb,"Bakersfield, California",Bakersfield C.C.,65,190,,2,5.4,,East Carolina,J.R. Rogers,2007,373,06,-118.901000443489,35.3959195696038
db,"Castroville, California",North Monterey County,65,164,4.4,2,5.1,,Utah,Reggie Topps,2007,1282,06,-121.75039796755,36.7657143144313
db,"League City, Texas",Clear Creek,78,170,4.5,2,5.2,,Utah,Brandon Burton,2007,6282,48,-95.1136494415884,29.4553843625984
de,"Allen, Texas",Allen,78,210,4.5,2,5.2,,Missouri,Tyler Crane,2007,6900,48,-96.7289340873364,33.0863873049655
qb,"Omaha, Nebraska",Westside,78,195,4.9,2,5.2,,Florida International,Colt Anderson,2007,17953,31,-95.9758768542321,41.2999524039405
ath,"Arvada, Colorado",Arvada West,78,189,4.5,2,5.0,,Air Force,Justin Salum,2007,10099,08,-105.114164764547,39.8274308664758
k,"Corona, California",Corona,78,200,,2,5.2,,Oregon,Daniel Padilla,2007,478,06,-117.580456133857,33.8626408028257
db,"North Miami Beach, Florida",North Miami Beach,65,180,4.5,4,6.0,,Miami (FL),Doug Wiggins,2007,7981,12,-80.1670199170942,25.9432445237624
ol,"Santa Monica, California",Santa Monica C.C.,78,265,,2,5.0,,Central Michigan,Jason Bertoni,2007,572,06,-118.469560009885,34.0153055526891
de,"Chattanooga, Tennessee",Brainerd,78,255,4.7,2,5.4,,Tennessee,Cory Hall,2007,5926,47,-85.2753681889086,34.9927997787652
db,"Reno, Nevada",McQueen,78,170,4.6,2,5.2,,Oregon State,Josh LaGrone,2007,1982,32,-119.786243882623,39.5316154376702
de,"Atherton, California",Menlo Atherton,78,255,4.8,2,5.4,,Oregon State,Jesse Fifita,2007,447,06,-122.187848456785,37.4692652118436
wr,"Clifton, Virginia",Centreville,78,150,4.6,2,5.0,,Syracuse,Van Chew,2007,28030,51,-77.384729515984,38.7817133041035
wr,"Burtonsville, Maryland",Paint Branch,78,186,4.7,3,5.5,,East Carolina,Dayon Arrington,2007,22159,24,-76.9326933887442,39.1107035839549
wr,"Fort Washington, Maryland",Friendly,65,174,4.5,3,5.5,,Akron,Vincent Hill,2007,22029,24,-76.9981173685498,38.7186435431247
qb,"Tucson, Arizona",Salpointe,78,190,4.7,2,5.4,,Army,Max Fritz,2007,3663,04,-110.901914168886,32.2229370382487
ol,"Papillion, Nebraska",Papillion Lavista,78,285,5.2,2,5.2,,TCU,Kyle Dooley,2007,18139,31,-96.0329817642845,41.1709021656471
db,"Atlanta, Georgia",Mcnair,65,185,4.5,3,5.5,,Mississippi,Fonterrian Ingram,2007,8767,13,-84.3560995940841,33.6698023695225
rb,"El Dorado, Kansas",Butler County C.C.,65,205,4.4,3,5.6,,Arkansas,Brandon Barnett,2007,14091,20,-96.8335699032504,37.8453003093823
lb,"East St. Louis, Illinois",East St. Louis,78,220,4.6,2,5.3,,Kansas State,Brian Harris,2007,10994,17,-90.1360525832972,38.5971124913047
wr,"East St. Louis, Illinois",East St. Louis,78,185,4.5,3,5.5,,Kansas State,Jerrell McDaniel,2007,10994,17,-90.1050313906405,38.6283249578143
wr,"Carthage, Mississippi",Carthage,78,200,4.5,2,5.3,,Mississippi State,O'Neal Wilder,2007,4938,28,-89.5254277118978,32.7368143620105
rb,"Mission Viejo, California",Saddleback C.C.,65,195,4.5,4,6.0,,Colorado,P.T. Gates,2007,630,06,-117.647821232456,33.5868007056447
db,"Visalia, California",College of the Sequoias,78,190,4.4,5,6.1,,Louisville,Woodny Turenne,2007,170,06,-119.367078000851,36.354741038266
k,"Rome, Georgia",Darlington,78,215,,2,5.1,,Florida State,Shawn Powell,2007,4314,13,-85.1637987302036,34.2275591881821
db,"Poplarville, Mississippi",Pearl River C.C.,65,190,,2,5.0,,Louisiana-Lafayette,Justin Brandon,2007,4879,28,-89.509199903883,30.8439979032021
ath,"Detroit, Michigan",Country Day,65,163,4.7,2,5.2,,Michigan State,Chris Rucker,2007,29491,26,-83.2380351172732,42.4419486399771
ol,"Senatobia, Mississippi",Northwest Mississippi C.C.,78,330,,3,5.5,,Houston,Rodney Brisbon,2007,4967,28,-89.9847426343244,34.6354988234207
lb,"Nashville, Tennessee",Maplewood,78,220,4.7,2,5.2,,Western Kentucky,Thomas Majors,2007,19900,47,-86.6874326944646,36.3044206701169
ol,"Garden City, New York",Nassau C.C.,78,290,5.2,3,5.6,,Penn State,Nerraw McCormack,2007,23329,36,-73.6747958747933,40.7283782970658
wr,"Houston, Texas",Langham Creek,78,182,4.5,2,5.3,,Georgia Tech,Tyler Melton,2007,6453,48,-95.2786582019619,29.8418402713265
ol,"New Berlin, New York",Milford Academy,78,282,4.9,4,5.8,,Penn State,J.B. Walton,2007,23483,36,-75.3418238146617,42.6202149528286
ath,"Edinboro, Pennsylvania",General McLane,65,185,4.4,2,5.0,,Penn State,Drew Astorino,2007,26920,42,-80.1404861754746,41.876400253983
ol,"Marysville, Kansas",Marysville,78,260,4.9,2,5.2,,Kansas State,Kaleb Drinkgern,2007,14022,20,-96.6551195689937,39.8330375836949
dt,"Santa Monica, California",Santa Monica C.C.,78,290,,3,5.5,,Kansas State,Mike Abana,2007,572,06,-118.491868368813,34.0402736833344
rb,"Saint Petersburg, Florida",Catholic,65,170,4.7,2,5.2,,West Virginia,Jock Sanders,2007,7797,12,-82.6336120531403,27.7730907491027
ath,"Huntington Beach, California",Edison,65,151,4.5,2,5.4,,Boise State,Dominque Vinson,2007,620,06,-117.972992224378,33.6445345358027
rb,"Orlando, Florida",Bishop Moore,65,191,4.6,2,5.1,,Southern Miss,V.J. Floyd,2007,7774,12,-81.3079205019283,28.4944387528213
lb,"Brenham, Texas",Blinn C.C.,78,225,4.5,4,5.8,,California,Alex Cook,2007,6687,48,-96.4103208223669,30.1689285289079
qb,"San Antonio, Texas",Alamo Heights,78,190,4.8,2,5.3,,North Texas,Giovanni Vizza,2007,6187,48,-98.683109916598,29.5188235794514
rb,"Oakland, California",Laney C.C.,65,245,4.5,3,5.5,,UNLV,Frank Summers,2007,232,06,-122.209662408407,37.7738931917162
de,"Milledgeville, Georgia",Georgia Military College,78,275,,4,5.8,,Georgia,Corvey Irvin,2007,8634,13,-83.2179463881488,33.0232413535188
wr,"El Paso, Texas",Chapin,78,185,4.5,2,5.4,,Maryland,Cliff Tucker,2007,6776,48,-106.580060958923,31.812871298412
de,"Poplarville, Mississippi",Pearl River C.C.,78,255,,3,5.7,,Florida State,Brian Coulter,2007,4879,28,-89.494389929163,30.8512192768189
ol,"Chula Vista, California",Eastlake,78,225,4.9,2,5.3,,Oregon State,Marcus Perry,2007,315,06,-117.040736563849,32.6145071791424
ath,"Richmond, Virginia",Hermitage,78,173,4.5,2,5.3,,Virginia Tech,Alonzo Tweedy,2007,27944,51,-77.4403085218454,37.4896347671557
dt,"Brandywine, Maryland",Gwynn Park,78,253,5.0,2,5.2,,Virginia Tech,Courtney Prince,2007,22021,24,-76.8440087766964,38.7223991000885
ol,"Delray Beach, Florida",Atlantic,78,300,5.5,4,5.8,,Miami (FL),Orlando Franklin,2007,7827,12,-80.0683731385948,26.4514351637293
de,"Mesa, Arizona",Mesa C.C.,78,275,4.9,4,6.0,,Oregon,William Tukuafu,2007,3680,04,-111.820755685547,33.4452999138575
dt,"Garden City, Kansas",Garden City C.C.,78,310,4.9,3,5.7,,Nebraska,Shukree Barfield,2007,14153,20,-100.84157203946,37.9715780666315
dt,"Ephraim, Utah",Snow College,78,315,5.3,4,5.8,,Oklahoma State,Tonga Tea,2007,20183,49,-111.576380698874,39.3470770639818
dt,"Moorhead, Mississippi",Mississippi Delta C.C.,78,275,,3,5.7,,South Carolina,Jonathan Williams,2007,4874,28,-90.5121714807957,33.4523270603825
dt,"Wesson, Mississippi",Copiah-Lincoln C.C.,78,335,5.0,3,5.7,,Mississippi State,Jesse Bowman,2007,4973,28,-90.4113316170679,31.6968633881272
dt,"Coffeyville, Kansas",Coffeyville C.C.,78,275,4.9,4,5.8,,Pittsburgh,Tommie Duhart,2007,13877,20,-95.5886112891973,37.097767102429
de,"Lucedale, Mississippi",Gulf Coast C.C.,78,275,,4,5.9,,Troy,Dion Gales,2007,5137,28,-88.5935520527477,30.9173416763536
de,"Yuma, Arizona",Arizona Western C.C.,78,250,4.7,4,5.8,,Arizona State,Luis Vasquez,2007,11,04,-114.536510119352,32.5091825998351
db,"Corsicana, Texas",Navarro J.C.,78,195,,3,5.7,,Kansas,Patrick Resby,2007,6506,48,-96.4236130236576,32.0501438150034
db,"Athens, Texas",Trinity Valley C.C.,78,210,4.4,4,5.9,,Tennessee,Nevin McKenzie,2007,6807,48,-95.8337314005746,32.2013883535322
db,"Coffeyville, Kansas",Coffeyville C.C.,65,186,4.4,4,6.0,,Kansas State,Gary Chandler,2007,13877,20,-95.6166804533354,37.0507354900344
lb,"Mesa, Arizona",Mesa C.C.,78,235,4.5,3,5.6,,Baylor,Leon Freeman,2007,3680,04,-111.653212984265,33.2863418307565
lb,"Reedley, California",Reedley C.C.,78,245,4.6,3,5.5,,Temple,Tommie Weatherspoon,2007,427,06,-119.468113180451,36.5764255102544
lb,"Wesson, Mississippi",Copiah-Lincoln C.C.,78,225,4.6,2,5.3,,Iowa State,Michael Bibbs,2007,4973,28,-90.4097623314379,31.709043234663
lb,"Scottsdale, Arizona",Scottsdale C.C.,78,245,,4,5.8,,Mississippi,Anthony Fein,2007,29371,04,-111.832101601758,33.7211893531666
lb,"Joliet, Illinois",Joliet J.C.,78,220,,4,5.8,,Kansas State,Chris Patterson,2007,10835,17,-88.1531533182001,41.5612973290442
db,"Coffeyville, Kansas",Coffeyville C.C.,78,205,4.4,4,5.9,,Nebraska,Larry Asante,2007,13877,20,-95.6408812841903,37.0513214114865
db,"Independence, Kansas",Independence C.C.,78,190,,3,5.7,,Iowa State,Allen Bell,2007,13881,20,-95.7742705974253,37.1441681137001
db,"Thatcher, Arizona",Eastern Arizona J.C.,78,195,4.4,4,5.8,,Nebraska,Armando Murillo,2007,3637,04,-109.755351437955,32.8558686656629
te,"Ephraim, Utah",Snow College,78,230,4.8,3,5.6,,Washington State,Devin Frischknecht,2007,20183,49,-111.583233240381,39.3694816046837
wr,"Los Altos, California",Foothill C.C.,65,180,4.4,3,5.7,,Western Michigan,Schneider Julien,2007,404,06,-122.079760971093,37.3409772430296
wr,"Lucedale, Mississippi",Gulf Coast C.C.,78,205,4.5,4,5.9,,Mississippi State,Co-Eric Riley,2007,5137,28,-88.5969159158355,30.9454855570795
wr,"Poplarville, Mississippi",Pearl River C.C.,78,195,4.4,4,5.8,,LSU,Demetrius Byrd,2007,4879,28,-89.5466676713653,30.8515881453887
wr,"Santa Ana, California",Santa Ana C.C.,78,200,,3,5.7,,San Jose State,David Richmond,2007,637,06,-117.833588344379,33.7590142157725
rb,"Visalia, California",College of the Sequoias,65,205,4.5,3,5.6,,Illinois,Daniel Dufrene,2007,170,06,-119.378463064437,36.3509028159147
qb,"Los Altos Hills, California",Foothill College,78,200,4.7,2,5.4,,Mississippi State,Josh Riddell,2007,405,06,-122.125473952206,37.3669376114789
qb,"San Marcos, California",Palomar C.C.,78,225,,3,5.6,,Connecticut,Tyler Lorenzen,2007,328,06,-117.195124581171,33.130246741086
lb,"Culver City, California",West Los Angeles C.C.,78,232,,3,5.7,,Louisville,Willie Williams,2007,519,06,-118.394500723088,34.0232333219903
wr,"Cedar Hill, Texas","",65,163,4.4,3,5.5,,Baylor,Romie Blaylock,2007,6375,48,-96.9383217330295,32.5945784516203
ol,"Houston, Texas",Westbury,78,290,5.1,3,5.5,,Texas Tech,Mickey Okafor,2007,6453,48,-95.626651152561,29.7919613338134
lb,"Gresham, Oregon",Barlow,78,236,4.9,2,5.3,,Boise State,Dan Paul,2007,2173,41,-122.454731183676,45.4746943581406
rb,"Meridian, Idaho",Meridian,65,180,4.5,2,5.4,,Boise State,Mitch Burroughs,2007,1919,16,-116.429399240763,43.6521046429745
de,"Marsing, Idaho",Marsing,78,228,4.8,2,5.3,,Boise State,Shea McClellin,2007,1885,16,-116.807895281585,43.5490707924782
rb,"Nampa, Idaho",Skyview,65,190,4.5,2,5.2,,Boise State,Matt Kaiserman,2007,1861,16,-116.52603101354,43.6177396675437
wr,"Muskegon Heights, Michigan",Muskegon Heights,78,174,4.7,2,5.0,,Eastern Michigan,David Fox,2007,14750,26,-86.2416253295292,43.1978625569888
wr,"Chillicothe, Ohio",Chillicothe,78,182,4.7,2,5.4,,Miami (OH),Chris Givens,2007,25243,39,-82.9984455935864,39.3271996548821
te,"Albany, Oregon",West Albany,78,220,4.8,2,5.1,,Oregon State,Colby Prince,2007,2193,41,-123.112497779959,44.5918485321296
ol,"Roswell, New Mexico",Goddard,78,310,,2,5.2,,Texas Tech,Omar Castillo,2007,5266,35,-104.532093708459,33.3527713454099
de,"Scott, Louisiana",Acadiana,78,242,,3,5.5,,Auburn,Wilfred Journet,2007,4651,22,-92.1078410471214,30.2424491515795
db,"Cypress, Texas",Cy-Creek,65,189,4.5,2,5.3,,Air Force,Phillip Ofili,2007,6453,48,-95.4447499496911,29.619737381077
wr,"Dodge City, Kansas",Dodge City C.C.,65,175,4.4,3,5.5,,Troy,Kennard Burton,2007,14117,20,-100.047410782658,37.7602503611909
db,"Ellisville, Mississippi",Jones County J.C.,65,195,,4,5.8,,West Virginia,Ellis Lankster,2007,5004,28,-89.2016631854528,31.6120122154277
rb,"Lakeland, Florida",Lake Gibson,78,200,,2,5.4,,Louisville,Bilal Powell,2007,8059,12,-81.9868869458867,28.0461321854807
ol,"Mobile, Alabama",McGill Toolen,78,250,,2,5.1,,Kentucky,Jake Lanefski,2007,3074,01,-88.1683452200735,30.7190222274739
de,"York, Alabama",Sumter County,78,230,4.7,2,5.1,,Southern Miss,Cordarro Law,2007,3380,01,-88.3101321451412,32.5137250401891
rb,"Chatham, Virginia",Hargrave Military Academy,65,205,4.6,3,5.5,,New Mexico State,Randell Bell,2007,28080,51,-79.3910634253502,36.8311602656537
dt,"River Ridge, Louisiana",John Curtis,78,273,,2,5.2,,Purdue,Preston Numa,2007,4779,22,-90.209251192437,29.950040845599
te,"St. Martinville, Louisiana",St. Martinville,78,240,5.0,3,5.5,,Oklahoma State,Wilson Youman,2007,4675,22,-91.8237680341241,30.126367984157
db,"Poplarville, Mississippi",Pearl River C.C.,78,208,,3,5.7,,Southern Miss,Gene Anderson,2007,4879,28,-89.5043374332966,30.8460885059957
rb,"Houma, Louisiana",South Terrebonne,65,163,4.3,3,5.5,,Louisiana Tech,Phillip Livas,2007,4515,22,-90.7452473581143,29.5896908491385
ol,"Palestine, Texas","",78,280,,2,5.0,,Texas State,D.J. Hall,2007,7184,48,-95.6467723774966,31.7532470819348
ol,"Fork Union, Virginia",Fork Union Military Academy,78,260,4.9,2,5.4,,Boston College,Anthony Castonzo,2007,28047,51,-82.5619625691361,36.6344968947814
lb,"Centerville, Ohio",Centerville,78,224,4.7,2,5.2,,Indiana,Tyler Replogle,2007,18815,39,-84.1336717476743,39.6257159949549
ol,"Stevenson, Alabama",North Jackson,78,298,5.1,2,5.4,,Auburn,Brandon Earl,2007,3276,01,-85.8339816394667,34.8625786679
db,"Silsbee, Texas",Silsbee,78,170,,2,5.1,,Houston,B.K. Johnson,2007,6795,48,-94.1929313950261,30.3409115996429
ol,"Chatham, Virginia",Hargrave Military Academy,78,315,4.9,4,5.8,,Florida State,Zach Hillery,2007,28080,51,-79.3994615345479,36.8276631774952
lb,"El Dorado, Kansas",Butler County C.C.,78,250,,2,5.2,,Memphis,Tommy Phelps,2007,14091,20,-96.8249383675424,37.7693224522577
lb,"El Dorado, Kansas",Butler County C.C.,78,245,4.4,2,5.3,,Troy,David McDowell,2007,14091,20,-96.871481607977,37.8325277950088
